EP01: IN
EP01: はあ？ | 啊？
EP20: よ… | 了…
EP20: もう一度　囃子を呼びましょう | 再叫囃子来一趟吧
EP20: 邪視も確実に私たちの対策をしてきています | 邪视也在想办法应对我们
EP20: これ以上は無理ですよ | 这样下去不是个办法
EP20: 考えたくないですが | 虽然我不愿这么想
EP20: 誰か死にますよ | 但这样下去会死人的
EP20: ジジさんだって　星子さんやモモさんを殺したくはないでしょう | 小寺你肯定也不想杀了星子和小桃吧
EP20: このままでは　ジジさんの両親とも暮らすことはできませんよ | 这样下去 你都没法和父母生活在一起
EP20: 明日　お祓いをします | 明天就进行驱邪仪式
EP20: 実は　囃子の手配はすでにしてあります | 其实我已经联系过囃子了
EP20: ちょっと待ってよ　勝手に話進めんなよ | 等等 别自作主张啊
EP20: 祝詞は　私が奏上します | 这次我来吟诵祝词
EP20: ばあちゃんも何か言ってよ | 奶奶你也说点什么啊
EP20: 家族にするっつったじゃん | 不是说要成为一家人吗
EP20: ジジだって　霊力の修行してんだしさ | 小寺也在进行灵力的修行
EP20: ねえ　ねえ　ばあちゃん | 喂 你在听吗 奶奶
EP20: 円城寺仁　表に出ろ | 圆城寺仁 给我出来
EP20: オカルン？ | 超然仔？
EP20: オカルン　どうしたの | 超然仔 怎么了
EP20: っていうか　こんな時間に二人でどこに | 而且 这么晚你俩跑哪去了
EP20: 白鳥さん　水を | 白鸟同学 水
EP20: はい | 好
EP20: ちょっと　何する気だよ | 等下 你们要干什么
EP20: 誰も手を出さないでください | 请大家不要插手
EP20: 今から邪視をボコボコにぶっ倒します | 接下来我要把邪视打得满地找牙
EP20: ちょっと　オカルン　怒るよ | 超然仔 你再这样我生气了
EP20: 遊びじゃないんだからね | 现在可不是在玩闹
EP20: 腹が立ったんですよ　ジブンは綾瀬さんが邪視に襲われたとき | 邪视攻击小桃那时候 我很生气
EP20: すごく腹が立ったんですよ | 我非常火大
EP20: 一時はどうにかなるって思ったけど | 我本以为顺其自然总会有办法的
EP20: でも　やっぱり邪視は危ないですよ | 但邪视果然还是很危险
EP20: 獰猛で狡猾で　放っておけるようなヤツじゃない | 既凶恶又狡诈 不能放任不管
EP20: それなのに綾瀬さんたちは　邪視を受け入れようとしてて | 尽管如此 你们却仍然想接纳邪视
EP20: そんなのすごくおかしいし | 这太荒唐了
EP20: そんなのすごく… | 而且实在是…
EP20: かっけえじゃんよ | 酷毙了
EP20: だから　腹立ってよお　ジブンの弱さによお | 所以我才火大 为什么自己这么弱小
EP20: 待ってろよ　ジジ | 给我等着 小寺
EP20: てめえの邪視を守りたいって意志はよお | 你想要帮助邪视的那份心意
EP20: 絶対守るぜ | 我绝对会守护住
EP20: 高倉さん　落ち着いてください | 高仓先生 请冷静点
EP20: ジジさんは　もうお祓いすることは決まってるんです | 已经决定要对小寺进行驱邪仪式了
EP20: 邪視と戦う必要はないんですよ | 没必要再和邪视战斗了
EP20: 満次郎 | 满次郎
EP20: 男がたんか切ってんだ | 这是男子汉的意气之争
EP20: 恥かかせんじゃねえ | 别让人难堪
EP20: 高倉君 | 高仓同学
EP20: いくわよ | 准备好
EP20: モモちゃん　離れて | 小桃 站远点
EP20: オカルン　頼む　邪視を | 超然仔 邪视就拜托你了
EP20: あいよ | 交给我吧
EP20: わしをなめんじゃねえぜ | 可别小看我
EP20: わしはいつでもてめえらをぶち殺せんだよ | 我随时都能碾死你们
EP20: この家みてえに粉々によお | 就像这房子一样碾成粉碎
EP20: ほれ　腹減ってんだろ | 给 你肚子饿了吧
EP20: 夕飯出来るまで　それでも食ってろ | 晚饭做好前先拿这个对付下
EP20: やった | 太好啦
EP20: 次回「家を建て直したい」 | 下一集「想要重建家园」
EP20: お前も手伝えよ | 你也要帮忙
EP20: #加油超然仔
EP20: #想要重建家园
EP20: #注：从左到右分别是莫扎特、德沃夏克、卡拉扬、贝多芬、舒伯特、亨德尔
EP20: OUT

EP21: IN
EP21: 本気出すぜ | 要出全力了
EP21: 楽しいよ | 好开心
EP21: 貴様はすごく楽しいのう | 你真是太有趣了
EP21: もっとじゃ　もっとやろう | 再来 继续啊
EP21: こんなに楽しいのは初めてじゃ | 我还是第一次玩这么开心
EP21: なんじゃ　その姿は | 你这副样子是怎么回事
EP21: 早く変身しろ　続きがしたいんじゃ | 快点变身 继续陪我玩啊
EP21: やばい | 完蛋
EP21: 高倉君　さっき　本気１回使っちゃってるから | 高仓同学刚刚用过一次全力
EP21: もう変身できない | 已经没法变身了
EP21: まだ終わってません | 还没结束
EP21: 誰も手を出さないで | 谁都别出手
EP21: ばあちゃん　オカルンに加勢 | 奶奶 帮帮超然仔吧
EP21: いいのか | 这样好吗
EP21: わしらが手出したら　邪視はもう　祓うってことだぜ | 我们出手的话 就要祓除邪视了
EP21: どうすんだ　星子たちに協力してもらうか | 怎么办 要让星子他们帮忙吗
EP21: 膝が笑ってるぜ | 瞧你那膝盖
EP21: 立ってるのも精いっぱいじゃねえか | 光是站着就拼尽全力了吧
EP21: 早くしろ　我は待たされるのが嫌いじゃ | 搞快点 我讨厌等太久
EP21: 早く変身して戦え | 快点变身 跟我打吧
EP21: やだね　弱い者いじめはしたくない | 不要 我不想欺负弱者
EP21: お前はジブンには勝てない　さっきので確信した | 我已经确信了 你赢不了我
EP21: だから　もう戦わない | 所以我不跟你打
EP21: なんじゃと　誰が弱い者じゃ | 什么 你说谁弱
EP21: 我は　強い者じゃ | 我很强
EP21: 弱い | 你很弱
EP21: 強い　強い | 我很强 我很强
EP21: 弱い　弱い | 很弱 很弱
EP21: つよい | 我很强
EP21: もっと強くなったら　相手してあげてもいいけど | 要是你能变强点 我倒是愿意跟你打
EP21: なに　我はもっと強くなるぞ | 什么 我会变强的
EP21: でもほかの人と戦うようなヤツとはやりたくないなあ | 但我不跟到处找人打架的家伙打
EP21: やるなら　ジブンとだけやってほしいかなあ | 你要想打 就只能跟我打
EP21: いいぞ　貴様とだけ戦うんじゃ | 好啊 我只跟你打
EP21: でも「人間皆殺しにする」って言ってたし | 但你之前说过「要杀掉所有人类」
EP21: 信用できないなあ | 我信不过你呢
EP21: 貴様とだけ戦うと言ってるんじゃ | 我不都说了只跟你打吗
EP21: でも　学校とか忙しいし　たまにならいいけど | 但是我上学很忙 偶尔打打倒可以
EP21: 嫌だ　毎日毎秒戦うんじゃ | 不行 每分每秒都要打
EP21: じゃあ　週に１回 | 那就每周一次
EP21: この条件がのめないならやらないよ | 要是不能接受就免谈
EP21: ケチじゃ　貴様はケチじゃ | 小气鬼 你个小气鬼
EP21: 師匠　あれ… | 师父 这是…
EP21: こいつはいいぜ | 这可太有意思了
EP21: ったく | 真是的
EP21: 世話が焼けるクソたちだぜ | 真是一群让人费心的混账
EP21: ターボババア　これどういうこと | 高速婆婆 这是怎么回事
EP21: オカルンと何たくらんでたの | 你们俩打什么主意呢
EP21: あいつがめんどくせえこと言いだしやがってよ | 那家伙想了个超级麻烦的点子
EP21: 邪視の遊び相手になりたいってよ | 说要成为邪视的玩伴
EP21: 前に邪視と戦ったとき | 以前和邪视战斗时
EP21: 「遊びはムキになりたい」って言ってたんだ | 他说过「游戏就是要认真玩」
EP21: 理由は分からないけど | 虽然不知道为什么
EP21: 邪視にとって人殺しは　遊びと同じ意味なのかもしれない | 但对邪视来说 或许杀人就和玩一个意思
EP21: ターボババアも言ってたろ | 高速婆婆也说过
EP21: 邪視はまだ生まれたばかりの赤子だって | 邪视只是个初生的婴儿
EP21: もしそうなら　純粋に遊びを楽しみたいはずだ | 如果这样想 他可能只是在享受游戏
EP21: ジブンが邪視を圧倒できれば　邪視の矛先がジブンだけに向いて | 要是我能战胜邪视 让他把矛头指向我
EP21: 綾瀬さんたちに危害を加えなくなるかも | 那他就不会再伤害绫濑同学她们了
EP21: ジブンが強くなれれば　邪視と友達になれるかもしれない | 只要我能变强 说不定就能和邪视交上朋友
EP21: じゃあ　ジブンと戦う以外で人は殺さない | 那么 除去和我战斗外 你不准杀人
EP21: 毎週　火曜の学校終わりに１回 | 每周二放学后打一场
EP21: そういう約束でいいね | 这样你能接受吧
EP21: ちょっと待てじゃ | 你等下
EP21: 「こいつら」は人間を皆殺しにしたいから | 是「这些家伙」想杀光人类
EP21: 今の約束をのめねえと言ってるじゃ | 他们不接受刚才的约定
EP21: 我が貴様をぶち殺すまで　貴様が預かっておくじゃ | 在我杀掉你之前 先交给你保管
EP21: 分かった　大事に保管しておくよ | 好 我会好好保管的
EP21: 貴様を早く殺したいじゃ | 好想快点杀掉你呀
EP21: 楽しいのう | 好开心
EP21: オカルン　俺… | 超然仔 我…
EP21: 誰も傷つけてないです | 你没有伤到任何人
EP21: 今後はもう誰も傷つくことはありません | 今后也不会伤到任何人
EP21: 普通の暮らしに戻れますよ | 可以回到正常的生活了
EP21: オカルン | 超然仔
EP21: ナイスチン | 好屌
EP21: なんで　みんなひいてんの | 怎么大家都侧对着我
EP21: この呪物は責任を持って　私の神社で保管させていただきます | 这件咒物就由我负责 保存到自家神社里
EP21: 気をつけろよ | 小心一点
EP21: 何かあったらすぐ連絡しろ | 要是有什么事马上联系我
EP21: 分かりました | 我明白了
EP21: またいつか行くわ | 我还会再去你那的
EP21: 次はちゃんとツチノコ祭っといてよ | 到时候我要看真的土龙哦
EP21: それは約束できませんけど | 这我可没法保证
EP21: 寝袋系ブーチューバーになります | 但我会成为睡袋BooTuber
EP21: いいんじゃね | 也挺好
EP21: では | 再会
EP21: じゃあね　満次郎 | 再见 满次郎
EP21: 呪いで事故るなよ | 开车也要小心诅咒
EP21: 綾瀬さん | 绫濑女士
EP21: この度は大変お世話になりました | 这次真是麻烦你了
EP21: ジジのお母さん | 小寺的妈妈
EP21: 今回はこちらに不備がありまして　申し訳ありません | 这次我们有很多做得不周到的地方 实在抱歉
EP21: いえ　そんな | 没这回事
EP21: お姉さまが敬語？ | 姐姐大人在说敬语？
EP21: ちゃんとしてる | 难以置信
EP21: おい　何恥ずかしがってんだよ | 喂 你在害羞什么呢
EP21: やめなさいって | 别这样啦
EP21: ジジ　氣を出す修行は続けろ | 小寺 释放气的修行不要落下
EP21: 呪いはまだ残ってる | 诅咒还在你体内
EP21: 何かあったら　すぐうちに来いよ | 要是有什么情况 马上来找我们
EP21: はい | 是
EP21: 皆さん　ご迷惑をおかけしました | 各位 给你们添麻烦了
EP21: この恩は　一生忘れません | 这份恩情我一生都不会忘记
EP21: 借り返せ | 别忘了还
EP21: そういうのいいから　また明日ね | 不用这么客气啦 明天见
EP21: ありがとうございました | 非常感谢你们
EP21: 疲れた | 累死了
EP21: 高倉君　私たちも帰ろ | 高仓同学 我们也回去吧
EP21: オカルンもアイラもありがとね | 超然仔 爱罗 也谢谢你们了
EP21: こちらこそ　長いことお邪魔しました | 我才该道谢 打扰你们这么久
EP21: 綾瀬さん　また明日 | 绫濑同学 明天见
EP21: それだけ？ | 就这些？
EP21: えっと　ほかに何かありましたっけ | 那个 还有什么别的吗
EP21: それだけなのかよ | 就这么两句吗
EP21: 高倉君に何してんのよ | 你在对高仓同学做什么
EP21: うっせえ　ブス　さっさと帰れ | 烦死了 丑女 赶紧滚回去
EP21: なんですって　この豚 | 你说什么 你这蠢猪
EP21: 白鳥さん　帰りましょう | 白鸟同学 我们快走吧
EP21: ざけんな　ボケ　二度と来んなよ | 开什么玩笑 蠢货 别再来了
EP21: 誰が来るか　豚 | 谁要来啊 蠢猪
EP21: 怖かったね　高倉君 | 她好恐怖啊 高仓同学
EP21: 静かになっちゃった | 这下清净了
EP21: 思考停止とはこのことだぜ | 可算理解什么叫思考停止了
EP21: とりあえず　スーパー銭湯行くか | 总之 先去超级澡堂吧
EP21: やったぜ | 好耶
EP21: わしは | 我呢
EP21: みんなでだよ | 大家一起去
EP21: やったぜ | 好耶
EP21: ありがとうございました | 感谢惠顾
EP21: 寒い | 好冷
EP21: せっかくあったまったのに　冷えちゃうよ | 好不容易暖和起来 现在又好冷
EP21: つか　どうすんの　家 | 话说房子要怎么办
EP21: 建て直すしかねえだろ | 也只有重建了吧
EP21: 金　あんの | 有钱吗
EP21: ねえ | 没有
EP21: さっきのスーパー銭湯が最後の晩餐だぜ | 刚刚那超级澡堂就是最后的晚餐了
EP21: うそ | 不是吧
EP21: あとは野となれ山となれだ | 接下来就只能听天由命了
EP21: うち　バイト始めたばっかだから　金ないよ | 我才刚开始打工 可没钱哦
EP21: 誰がおめえに金なんかせびった | 谁问你要钱了
EP21: おめえのバイト代なんか　当てにしてねえよ | 你打工那点钱 我根本就没指望
EP21: 偉そうに | 装什么呢
EP21: いっつも見栄ばっか張ってさ | 成天就只知道硬撑
EP21: みんな泊めてたし　その分の出費少しは回収すれば | 大家都住我们家 稍微收点房费也没什么
EP21: いるか　そんなもん | 我才不需要
EP21: かっこつけんなって | 都叫你别逞强了
EP21: あんま無理すんなよ | 别什么都自己担着
EP21: ババア　なめんじゃねえよ | 可别小看我这老太婆
EP21: しかし　どうすっかねえ「バカ殿」のDVD | 不过「傻瓜殿下」的DVD该怎么办呢
EP21: うちも　健さんの全部なくなったじゃん | 我的健先生周边也全没了
EP21: なんだ　てめえ　こらあ | 你想干嘛 混蛋
EP21: 人ん家の敷地でよお | 跑到别人家里来
EP21: どこのボケだ　てめえは | 你是哪来的蠢货
EP21: 綾瀬さん　待ってください | 绫濑同学 请等一下
EP21: ありゃ　どうしたの　みんな | 哎呀 你们怎么来了
EP21: いや　綾瀬さん家が気になって | 就是 担心你家的房子
EP21: 帰りに　白鳥さんと一緒にシャコさんのところに行って | 所以回去时和白鸟同学一起去找了虾蛄先生
EP21: 家の建て直しとか手伝ってもらえないか　頼んだんです | 拜托他来帮忙重建房子
EP21: そしたら　友人のルドリスさんを紹介してくれて | 然后他就带朋友路德里斯先生过来了
EP21: うそ　ごめん　そうだったの | 不会吧 对不起 原来是这样
EP21: 彼は美女に蹴られて　光栄だと言ってるでいス | 他说很荣幸能被美女踢
EP21: いや　怒ってんじゃん | 这明显在生气吧
EP21: 彼は建築のスペシャリストでいス | 他是一名建筑专家
EP21: 彼にかかれば　家の建て直しなんかすぐでいス | 有他在眨眼功夫就能把房子重建好
EP21: ごめん　ずっと怒ってんじゃん | 打断下 他还在生气吧
EP21: てめえはふだん忙しいんだろうが | 你平时不都很忙吗
EP21: 帰って子どもと遊んでやれ | 快回去陪小孩玩吧
EP21: 私はずっと星子様にご恩返しをしたいと思っているでいス | 我一直都想报答星子小姐的恩情
EP21: ジブンも　ずっと迷惑かけてばっかりで | 我也总是给你们添麻烦
EP21: 何か綾瀬さんたちのためにしたいです | 想为你们做些什么
EP21: おめえもだ | 你也是
EP21: 立ってるだけで精いっぱいのヤツがウロウロすんな | 连站着都费劲的家伙就少管闲事了
EP21: とっとと帰りやがれ | 赶紧回去
EP21: 星子さんだって　今困ってますよね | 星子小姐现在也很困扰吧
EP21: 困ってねえ | 没困扰
EP21: 困ってる | 很困扰
EP21: どうしても　世話焼きてえなら好きにしな | 非要管闲事就随你们便
EP21: すいません　お願いできますか | 不好意思 可以拜托你们吗
EP21: もちろんでいス | 当然可以
EP21: はい | 没问题
EP21: まだ怒ってんのかよ | 他还在生气吗
EP21: はい | 这些
EP21: 建築はこのナノスキンを使って組み立てていきます | 可以用这些纳米装甲来建房子
EP21: やり方は簡単 | 方法很简单
EP21: 適当な所にナノスキンを設置して　粘土細工のように形を整えていくと | 放在合适的位置上 像粘土一样捏好形状
EP21: このようになんでも作れるでいス | 这样就能做出任何东西
EP21: なんでも作れるでいス | 就能做出任何东西
EP21: やばっ　うちにも作らせて | 厉害 让我也来试试
EP21: なんだこりゃあ | 这是什么
EP21: ナノスキンは　超高密度のナノマシンにより構成されているでいス | 纳米装甲由超高密度的纳米机械构成
EP21: 何これ　サクサクする | 这是什么 还会咯吱响
EP21: ちなみに　形状記憶合金なので | 顺带一提 由于是形状记忆合金
EP21: 壊れても　ナノスキンが勝手に再生して　元どおりになりまあス | 就算坏了也能自行再生复原
EP21: しっかり　作るものをイメージするでいス | 先想象出你们要做的东西
EP21: 脳の電気信号をナノマシンがキャッチして | 纳米装甲会捕捉大脑的电信号
EP21: イメージどおりの形にしてくれまあス | 变成想象中的形状
EP21: なるほど　こいつはいいぜ | 原来如此 这东西太棒了
EP21: ありがとよ　カッパ | 谢谢你河童
EP21: 助かったぜ | 帮大忙了
EP21: とんでもないでいス | 小事一桩
EP21: 星子様のためなら　なんでもするでいス | 只要是为了星子小姐 我什么都愿意做
EP21: ルドリスさんも　美女を手伝えて光栄だと言ってまあス | 路德里斯也说很荣幸能帮上美女的忙
EP21: お前　言葉分かってねえだろ | 你其实听不懂他在说什么吧
EP21: ありがと　オカルン | 谢谢你超然仔
EP21: アイラも | 爱罗也是
EP21: 眠い　さっさと帰ろ | 好困 赶紧回去吧
EP21: 綾瀬さん家が直ってよかったです | 绫濑同学家得以重建 真是太好了
EP21: なんか　自分の家みたいな感じがあって | 有种这里是自己家的感觉
EP21: 無事じゃないと　そわそわするんですよ | 要它安然无恙我才能放心
EP21: 確かに | 确实
EP21: いつの間にか　いろんなヤツのたまり場みたいになってるし | 不知不觉间变成各种怪人的据点了
EP21: 守っていかないとね | 所以必须保护好它
EP21: また　いつでも来てね | 随时再来哦
EP21: はい | 好
EP21: ありがとう　みんな | 谢谢大家
EP21: また来てね | 下次再来哦
EP21: みんな　超好き | 超喜欢大家
EP21: 命の恩人だよ | 你们是救命恩人
EP21: この借りはちゃんと返さねえとな | 得找机会回报这份恩情了
EP21: とりあえず　今日は弁当作れねえ | 总之 今天做不了便当了
EP21: いいよ　寝ときな | 没事 睡吧
EP21: 仁　遅い | 仁 跑太慢了
EP21: 母さん　窓から顔出したら危ないって | 妈妈 把头伸出窗外很危险
EP21: っていうか　俺も乗せてよ | 话说让我也上车啊
EP21: 母さん　静かに | 孩他妈 安静点
EP21: おらあ | 抓稳了
EP21: はい　到着 | 好 到了
EP21: よっしゃ　お父さん　やったるで | 好 孩他爸 干活
EP21: 母さん　静かにして | 孩他妈 安静点
EP21: おはようございます | 早上好
EP21: 円城寺家一同　家の建て直しにやってまいりました | 圆成寺家 来帮忙重建房子了
EP21: お母さん　静かにして | 孩他妈 安静点
EP21: あれ　壊れてないじゃん | 咦 这不好好的吗
EP21: モモ | 小桃
EP21: ばあちゃん　寝てるから | 奶奶在睡觉
EP21: なんか　いろいろすいません | 感觉很对不起你们
EP21: 気にしないで | 别在意
EP21: それより　邪視の方はどうよ | 比起这个 邪视怎么样了
EP21: 実はさ　そのことなんだけど | 其实吧 关于这事
EP21: 何回か　邪視に変身しちゃって | 我变身邪视好多次了
EP21: はあ | 什么
EP21: いや　邪視は何もしてないよ | 不是 邪视什么也没做哦
EP21: ちゃんと　約束守ってくれてんのよ | 他好好遵守约定了
EP21: マジ | 真的吗
EP21: 修行のおかげか分かんないけど | 不知道是不是修行的原因
EP21: 最近邪視とつながってる感じがしてさ | 感觉最近和邪视的联系变深
EP21: こいつのワクワクした感情が伝わってくるっていうか | 这家伙兴奋的感情都传递给我了
EP21: 憎しみだけじゃなくて　案外　楽しんでるのかもしれない | 不仅是憎恨 他意外地还很开心
EP21: そっか | 是嘛
EP21: まあ　また何かあったら　うち来てよ | 总之 有什么事再来我家
EP21: モモってさ　好きな人いる | 小桃有喜欢的人吗
EP21: はあ | 什么
EP21: ちょ待っ　動揺し過ぎじゃね | 喂 你也太慌张了吧
EP21: してねえわ　全然してねえ | 没有 完全没有
EP21: てめえの言葉は全然心が動かねえ | 我才不会因为你的屁话动摇
EP21: ちょ待っ　ちょ待っ | 喂 等等
EP21: 悪口になっちゃってますよ | 怎么听起来像是在骂我
EP21: 円城寺君 | 圆城寺君
EP21: 久しぶりだね | 好久不见
EP21: ずっと　学校休んでたけど　どうしたの | 你休学这么久 发生什么事了
EP21: かわい子ちゃんたちをじらそうと思って　休んでたんだよ | 想让可爱的女孩子们着急 所以没来
EP21: やだ　何それ | 讨厌 说什么呢
EP21: けっ　おめえはチャラチャラしとけ | 就到处沾花惹草吧你
EP21: 円城寺君　これ新しい「ポンピー」だよ | 圆城寺君 这是新口味的「Pompy」
EP21: 飲んでみる | 要喝点吗
EP21: ちょっと待って　それ… | 等下 那个…
EP21: 服　着てる | 衣服还在
EP21: なんじゃ　ここは | 这是哪里
EP21: 円城寺君　どう　たいやき味 | 圆城寺君 怎么样 鲷鱼烧味
EP21: ぶち殺すぞ　貴様　うますぎじゃ | 好喝得要死 我要宰了你们
EP21: ちょっと　ジジ | 别这样 小寺
EP21: そのギャグ　はやってねえから | 你这段子已经过时了
EP21: おう　貴様か | 是你啊
EP21: ぶち殺されてえのか | 你想死吗
EP21: はやってねえっつってんだよ | 都说已经过时了
EP21: ちょっと　今はタイミング悪いから　ジジに戻ってくんない | 这个时间点不太方便 能不能先变回小寺
EP21: 嫌じゃ　これ　めちゃくちゃうまいじゃ | 不要 这东西好喝得要死
EP21: あれ　モモ　何朝からイチャついてんのよ | 这不小桃吗 怎么一大早就腻在一起
EP21: 違えわ | 才没有
EP21: わしのじゃ | 那是我的
EP21: 何がじゃ | 什么东西啊
EP21: おい　ジジじゃん | 这不是小寺吗
EP21: やっと　サッカー部に入ってくれる気になった | 你终于想通要加入足球部了吗
EP21: すげえ | 好厉害
EP21: ごらあ | 停下
EP21: やめろっつってんだろが | 都叫你停下了
EP21: ダメだ | 没辙了
EP21: ホット　全部売り切れじゃん | 热饮全卖光了
EP21: さっきのうまいやつ　早く飲ませろじゃ | 快给我刚才那好喝得要死的玩意
EP21: あったかいの飲ませて　元に戻そうと思ったのに | 我还想让他喝点热的变回小寺
EP21: しょうがない | 没办法
EP21: 少なくとも　人は襲わないみたいだし | 至少看上去不会伤人
EP21: このまま様子見るか | 先观察下吧
EP21: 何書いてるの | 你在写什么呢
EP21: ぶっ殺したいヤツじゃ | 想宰掉的家伙
EP21: ちょっ | 等会
EP21: 静かに | 小点声
EP21: おい　円城寺 | 喂 圆城寺
EP21: 授業中に誰をぶっ殺したいんだあ | 课上一半呢 你想宰了谁
EP21: 人間全員じゃ | 所有人类
EP21: っていうギャグにはまってます　こいつ | 这家伙最近沉迷玩这个梗
EP21: はやってねえんだよ　クソが | 都说过时了 蠢货
EP21: うそでしょ　あったかいのないの | 不会吧 热的一个都没有
EP21: ごめんね | 真不好意思
EP21: 今日はほとんど完売しちゃってね | 今天基本都卖完了
EP21: 待て　待て | 等下 等下
EP21: うまい | 好吃
EP21: 箸　使って　箸 | 筷子 用筷子吃
EP21: まあ　徐々にやってこ | 算了 慢慢来吧
EP21: ねえ　ジジ何かあった | 小寺怎么了
EP21: 何が | 你指什么
EP21: あいつ「ぶっ殺す」とか言うヤツだったっけ | 他是那种喜欢说「宰了你」的人吗
EP21: キャラ変したんじゃね | 可能是人设变了吧
EP21: あれだ　団地の幽霊が取り憑いたんじゃない | 我懂了 是不是被公寓楼的幽灵附身了
EP21: なんて | 你说什么
EP21: もしかしたら　金色の玉付いてるかもよ | 说不定还跟着颗金色的球
EP21: なにそれ　なんで金の玉知ってんの | 什么 你怎么知道金蛋的事
EP21: ああ　あんた　スマホ持ってないからね | 对了 你现在没手机
EP21: 今　グループ内で話題になってんのよ | 现在群里讨论得热火朝天
EP21: 団地の幽霊 | 公寓楼的幽灵
EP21: 「この戦場で　あとに戻れば地獄におちる」 | 「在这战场上 只要后退便是坠入地狱」
EP21: 見えるぞ　私にも敵が見える | 看见了 我也能看见敌人了
EP21: 君に話しかけている | 我在跟你说话
EP21: モモ　何か悩んでる | 小桃 你在烦恼什么
EP21: 俺に任せて | 我来为你解忧吧
EP21: 次回「モテる秘訣はなんだ」 | 下一集「受欢迎的秘诀是什么」
EP21: カモン　ベイベー | Come on baby
EP21: 頭痛い | 头疼
EP21: はい　頭痛薬　たこ焼き味 | 给 治头疼的药 章鱼烧味的
EP21: こいつの頭冷やしてえ | 真想让这家伙冷静点
EP21: 綾瀬さん　こっちを使ってください | 绫濑同学 用这个吧
EP21: ありがとう | 谢谢
EP21: ナノスキンで作りました | 用纳米装甲做的
EP21: んなもん　飲みたくねえよ | 我才不想喝那玩意
EP21: #想要重建家园
EP21: #受欢迎的秘诀是什么
EP21: #注：「机动战士高达」插入曲「シャアが来る」
EP21: #神越市站
EP21: #天然温泉
EP21: #热饮
EP21: #售罄
EP21: #炸面渣乌冬面
EP21: #售罄
EP21: #酱油拉面
EP21: #天妇罗盖饭
EP21: #咖喱饭
EP21: #中华凉面
EP21: #冰冰凉凉！
EP21: #贩卖中
EP21: OUT

EP22: IN
EP22: 「今はいいのさ　すべてを忘れて」 | 「此刻已无所谓 忘掉一切」
EP22: 「一人残った　傷ついた俺が」 | 「只剩我独自一人 遍体鳞伤」
EP22: 「この戦場で　あとに戻れば地獄におちる」 | 「在这战场上 只要后退便是坠入地狱」
EP22: 「シャア」 | 「夏亚」
EP22: 「シャア」 | 「夏亚」
EP22: 「ビーム　輝やく」 | 「光束 闪过」
EP22: 「フラッシュバックに　奴の影」 | 「记忆中闪现 那家伙的影子」
EP22: 「シャア」 | 「夏亚」
EP22: 「シャア」 | 「夏亚」
EP22: 「流した血しぶき」 | 「流下的血沫」
EP22: 「後で後で拭け」 | 「待事后 再慢慢拭去」
EP22: 「狙いさだめる　俺がターゲット」 | 「锁定目标时 我已成为猎物」
EP22: 落ち着け | 冷静
EP22: 朝のあいさつくらい　どうってことないさ | 早上打个招呼而已 没什么大不了
EP22: おはよう | 早上好
EP22: 昨日の夜　さんざん練習したんだ | 昨晚都练习那么多次了
EP22: てへぺろ | 欸嘿
EP22: バモラー | 走吧
EP22: 元気ですか | 你好吗
EP22: 抜かりはない | 准备万全
EP22: 朝あいさつの素人だということを悟られてはならぬ | 不能让她察觉到我是早安问好的新手
EP22: いや　待てよ | 等等
EP22: いくら仲よくなったからって | 就算我们关系变好了
EP22: いきなり　校門で待ってくれたりするか | 也不至于突然就在校门口等我吧
EP22: これは　誰か別の人を待ってるに違いない | 她肯定是在等其他人
EP22: おはよう | 早上好
EP22: スルーするのが正解だ | 正确做法是无视她
EP22: 遅いし　行こ | 你真慢 走吧
EP22: イテえな　てめえ | 好痛 你小子
EP22: 邪魔だ　ボケ | 挡我道了 蠢货
EP22: ちょっと　早くどいてくんない | 我说你能不能赶紧走开
EP22: マジウザい | 真烦人
EP22: あのっ　すいません　綾瀬さんいますか | 那个 打扰了 请问绫濑同学在吗
EP22: 誰　聞こえねえ | 你说谁 我听不清
EP22: 昼だし　学食じゃね | 大中午的 会不会在食堂
EP22: オカルンがそんな騒がしいとこ行くかよ | 超然仔怎么会去那么喧闹的地方
EP22: 購買だ　購買 | 他一定在小卖部
EP22: 購買？ | 小卖部？
EP22: 学食見てから行ってみよう | 转完食堂去看看吧
EP22: いない　購買に行ってみよう | 她不在 去小卖部看看吧
EP22: 学食　行ってみるか | 要不去食堂看看
EP22: どこにもいない | 哪都找不到人
EP22: どこにもいない | 哪都找不到人
EP22: 避けられてる | 她在躲着我
EP22: 今朝　ジブンがつまらない人間だとバレてしまって | 今早她发现我是个无趣的人后
EP22: めんどくさくなったんだ | 现在已经不想理我了吧
EP22: もう　どこにいんだよ　オカルンは | 真是的 超然仔到底去哪了
EP22: 昼休み終わっちゃうじゃん | 午休都快结束了
EP22: 最悪だ | 糟透了
EP22: そういや朝　元気なかったかもなあ | 说起来 他早上好像无精打采的
EP22: あんまグイグイ来られんの苦手かもな | 或许他不喜欢别人过分亲昵
EP22: なんか　ちゃんとオカルンの気持ち考えてあげれてなかったかもな | 感觉我都没有好好为他着想
EP22: 綾瀬さん　友達多いし | 绫濑同学有好多朋友
EP22: ジブンなんか「友達予備軍」的な感じだろうなあ | 我这种人或许只是她的「朋友备胎」
EP22: ジブンなんか　友達に入ってないのかもしれない | 她或许都没把我这种人当作朋友
EP22: 思い上がってた | 是我得意忘形了
